Time,Topic,DataSize
143,Odometry,124
143,Odometry,360
143,Odometry,368
143,Odometry,320
143,Odometry,360
144,Odometry,320
144,Odometry,124
144,Odometry,360
144,Odometry,368
144,Odometry,360
144,Odometry,320
144,Lidar,24837
144,Lidar,24837
144,Lidar,24837
144,Lidar,24901
144,Lidar,24901
144,Lidar,24901
145,Odometry,320
145,Odometry,360
145,Odometry,124
145,Odometry,368
145,Odometry,360
145,Odometry,320
145,Lidar,24837
146,Odometry,320
146,Odometry,124
146,Odometry,360
146,Odometry,368
146,Odometry,360
146,Odometry,320
146,Lidar,53
146,Lidar,328
146,Lidar,24901
146,Lidar,24837
146,Lidar,24837
146,Lidar,24837
147,Odometry,320
147,Odometry,124
147,Odometry,360
147,Odometry,360
147,Odometry,368
147,Lidar,24837
147,Odometry,320
148,Odometry,320
148,Odometry,124
148,Odometry,360
148,Lidar,24901
148,Lidar,53
148,Odometry,368
148,Odometry,360
148,Lidar,330
148,Odometry,320
148,Lidar,24837
148,Odometry,320
148,Odometry,124
148,Odometry,360
148,Odometry,368
149,Odometry,360
149,Odometry,320
149,Sonstige,117
149,Sonstige,115
150,Odometry,320
150,Odometry,124
150,Odometry,360
150,Odometry,368
150,Odometry,320
150,Odometry,360
150,Lidar,24837
151,Odometry,320
151,Odometry,124
151,Odometry,360
151,Odometry,368
151,Odometry,360
151,Odometry,320
151,Odometry,320
151,Odometry,124
151,Odometry,360
152,Odometry,711
152,Odometry,711
152,Odometry,711
152,Odometry,711
152,Odometry,711
152,Odometry,711
152,Odometry,711
152,Odometry,711
152,Odometry,711
152,Odometry,711
152,Odometry,711
152,Odometry,711
152,Odometry,711
152,Odometry,711
152,Odometry,711
152,Odometry,711
152,Odometry,711
152,Odometry,711
152,Odometry,368
152,Odometry,360
152,Lidar,24837
152,Lidar,24837
152,Lidar,24837
152,Odometry,320
152,Lidar,24901
152,Lidar,24901
152,Lidar,24901
153,Lidar,6291675
153,Odometry,320
153,Odometry,124
153,Odometry,360
153,Odometry,368
153,Odometry,711
153,Odometry,320
153,Odometry,360
153,Lidar,24837
154,Odometry,320
154,Odometry,124
154,Odometry,368
154,Odometry,360
154,Odometry,320
154,Odometry,360
154,Lidar,24901
155,Odometry,124
155,Odometry,320
155,Odometry,360
155,Odometry,368
155,Odometry,320
155,Odometry,360
155,Lidar,24837
156,Lidar,262206
156,Lidar,24901
156,Lidar,262206
156,Lidar,262206
156,Lidar,262206
156,Lidar,53
156,Lidar,328
156,Odometry,320
156,Odometry,124
156,Odometry,360
156,Odometry,710
156,Odometry,710
156,Odometry,710
156,Odometry,710
156,Odometry,710
156,Odometry,710
156,Odometry,710
156,Odometry,710
156,Odometry,710
156,Odometry,710
156,Odometry,710
156,Odometry,710
156,Odometry,710
156,Odometry,710
156,Odometry,710
156,Odometry,710
156,Odometry,710
156,Odometry,320
156,Odometry,360
156,Odometry,368
156,Lidar,24837
156,Lidar,24837
156,Lidar,24837
156,Odometry,320
157,Odometry,124
157,Odometry,360
157,Odometry,368
157,Odometry,710
157,Odometry,320
157,Odometry,360
158,Odometry,320
158,Odometry,124
158,Odometry,360
158,Odometry,368
158,Sonstige,121
158,Sonstige,119
158,Lidar,53
158,Lidar,330
158,Odometry,320
158,Odometry,360
159,Lidar,24837
159,Odometry,320
159,Odometry,124
159,Odometry,360
159,Odometry,368
159,Odometry,360
159,Odometry,320
159,Lidar,24837
159,Lidar,24837
159,Lidar,24837
160,Odometry,320
160,Odometry,360
160,Odometry,124
160,Odometry,360
160,Odometry,368
160,Odometry,320
160,Lidar,6291677
160,Lidar,24901
160,Lidar,24901
160,Lidar,24901
161,Lidar,24837
161,Lidar,24837
161,Odometry,320
161,Odometry,124
161,Odometry,360
161,Odometry,368
161,Odometry,320
161,Odometry,360
161,Lidar,262208
161,Lidar,262208
161,Lidar,262208
161,Lidar,262208
161,Odometry,320
161,Odometry,124
161,Odometry,360
162,Odometry,368
162,Odometry,320
162,Odometry,360
162,Lidar,24901
162,Odometry,320
162,Odometry,124
162,Odometry,360
163,Odometry,320
163,Odometry,360
163,Odometry,368
163,Lidar,24837
163,Lidar,53
163,Lidar,329
163,Lidar,24901
163,Odometry,135
163,Odometry,371
163,Odometry,320
164,Odometry,124
164,Odometry,360
164,Odometry,368
164,Odometry,320
164,Odometry,360
165,Odometry,320
165,Odometry,124
165,Odometry,368
165,Odometry,360
165,Odometry,320
165,Odometry,360
166,Lidar,53
166,Lidar,328
166,Odometry,320
166,Odometry,124
166,Odometry,360
166,Odometry,368
166,Odometry,320
166,Odometry,360
166,Odometry,320
167,Odometry,360
167,Odometry,124
167,Odometry,360
167,Odometry,368
167,Odometry,320
167,Lidar,24837
167,Lidar,24837
167,Lidar,24837
167,Lidar,53
167,Lidar,24837
167,Lidar,24837
167,Lidar,24837
167,Lidar,330
168,Odometry,320
168,Odometry,124
168,Odometry,360
168,Odometry,360
168,Odometry,368
168,Odometry,320
168,Lidar,24901
168,Lidar,24901
168,Lidar,24901
169,Lidar,24837
169,Lidar,24837
169,Odometry,320
169,Odometry,124
169,Odometry,360
169,Odometry,360
169,Odometry,368
169,Odometry,320
169,Lidar,24901
169,Odometry,320
169,Odometry,124
169,Odometry,360
169,Odometry,368
170,Odometry,320
170,Odometry,360
170,Lidar,24837
170,Kamera,362
170,Odometry,320
170,Odometry,124
170,Odometry,360
171,Odometry,368
171,Odometry,711
171,Odometry,711
171,Odometry,711
171,Odometry,711
171,Odometry,711
171,Odometry,711
171,Odometry,711
171,Odometry,711
171,Odometry,711
171,Odometry,711
171,Odometry,711
171,Odometry,711
171,Odometry,711
171,Odometry,711
171,Odometry,711
171,Odometry,711
171,Odometry,711
171,Odometry,360
171,Odometry,711
171,Lidar,24837
171,Lidar,53
171,Odometry,320
171,Lidar,329
171,Lidar,24901
171,Odometry,320
172,Odometry,124
172,Odometry,360
172,Odometry,368
172,Odometry,711
172,Odometry,320
172,Odometry,360
172,Odometry,320
172,Odometry,124
172,Odometry,360
173,Odometry,360
173,Odometry,368
173,Odometry,320
173,Kamera,6912057
174,Odometry,320
174,Odometry,124
174,Odometry,360
174,Odometry,368
174,Odometry,710
174,Odometry,710
174,Odometry,710
174,Odometry,710
174,Odometry,710
174,Odometry,710
174,Odometry,710
174,Odometry,710
174,Odometry,710
174,Odometry,710
174,Odometry,710
174,Odometry,710
174,Odometry,710
174,Odometry,710
174,Odometry,710
174,Odometry,710
174,Odometry,710
174,Odometry,320
174,Odometry,360
174,Odometry,320
174,Odometry,124
175,Odometry,360
175,Odometry,368
175,Odometry,710
175,Odometry,360
175,Odometry,320
175,Lidar,24837
175,Lidar,24837
175,Lidar,24837
175,Odometry,320
175,Odometry,124
175,Odometry,360
175,Odometry,360
175,Odometry,368
176,Odometry,320
176,Lidar,53
176,Lidar,328
176,Lidar,24901
176,Lidar,24901
176,Lidar,24901
176,Lidar,24837
177,Odometry,320
177,Odometry,124
177,Odometry,360
177,Odometry,368
177,Lidar,24837
177,Lidar,24837
177,Lidar,24837
177,Odometry,360
177,Odometry,320
177,Lidar,24901
177,Lidar,53
177,Lidar,330
177,Odometry,320
178,Odometry,124
178,Odometry,360
178,Odometry,368
178,Odometry,360
178,Odometry,320
178,Lidar,24837
178,Odometry,320
179,Odometry,124
179,Odometry,360
179,Odometry,368
179,Odometry,360
179,Odometry,320
179,Lidar,24901
179,Lidar,24837
180,Odometry,320
180,Odometry,124
180,Odometry,360
180,Odometry,360
180,Odometry,368
180,Odometry,320
180,Odometry,320
180,Odometry,124
180,Odometry,360
181,Odometry,368
181,Odometry,360
181,Odometry,320
181,Lidar,24837
181,Odometry,320
181,Odometry,360
182,Odometry,124
182,Odometry,368
182,Odometry,320
182,Odometry,360
182,Odometry,320
182,Odometry,124
183,Odometry,360
183,Odometry,368
183,Odometry,320
183,Odometry,360
183,Lidar,24837
183,Lidar,24837
183,Lidar,24837
183,Kamera,360
184,Lidar,24901
184,Lidar,24901
184,Odometry,320
184,Lidar,24901
184,Odometry,124
184,Odometry,360
184,Odometry,368
184,Odometry,360
184,Odometry,320
184,Lidar,24837
185,Odometry,320
185,Odometry,124
185,Lidar,24901
185,Odometry,360
185,Odometry,368
185,Odometry,320
185,Odometry,360
185,Kamera,6912055
185,Odometry,320
186,Odometry,360
186,Odometry,368
186,Odometry,124
186,Odometry,320
186,Odometry,360
186,Lidar,24837
186,Lidar,53
186,Lidar,328
186,Odometry,320
187,Odometry,124
187,Odometry,360
187,Odometry,368
187,Lidar,24901
187,Odometry,320
187,Odometry,360
187,Lidar,53
187,Lidar,330
187,Lidar,24837
187,Lidar,24837
187,Lidar,24837
188,Odometry,320
188,Odometry,124
188,Odometry,360
188,Odometry,320
188,Odometry,368
188,Odometry,360
188,Odometry,320
189,Odometry,124
189,Odometry,360
189,Odometry,368
189,Odometry,320
189,Odometry,360
189,Lidar,24837
189,Odometry,320
190,Odometry,360
190,Odometry,124
190,Odometry,711
190,Odometry,711
190,Odometry,711
190,Odometry,711
190,Odometry,711
190,Odometry,711
190,Odometry,711
190,Odometry,711
190,Odometry,711
190,Odometry,711
190,Odometry,711
190,Odometry,711
190,Odometry,711
190,Odometry,711
190,Odometry,711
190,Odometry,711
190,Odometry,360
190,Odometry,711
190,Odometry,711
190,Odometry,368
190,Odometry,320
190,Lidar,24837
190,Lidar,24837
190,Odometry,320
190,Lidar,24837
190,Odometry,124
190,Odometry,360
190,Odometry,368
191,Odometry,360
191,Odometry,711
191,Odometry,320
191,Lidar,24901
191,Lidar,24901
191,Lidar,24901
192,Odometry,320
192,Lidar,24837
192,Odometry,124
192,Odometry,360
192,Odometry,368
192,Odometry,320
192,Odometry,360
192,Lidar,24837
192,Sonstige,119
193,Lidar,24901
193,Odometry,320
193,Odometry,124
193,Odometry,360
193,Odometry,368
193,Odometry,710
193,Odometry,710
193,Odometry,710
193,Odometry,710
193,Odometry,710
193,Odometry,710
193,Odometry,710
193,Odometry,710
193,Odometry,710
193,Odometry,710
193,Odometry,710
193,Odometry,710
193,Odometry,710
193,Odometry,710
193,Odometry,710
193,Odometry,710
193,Odometry,710
193,Odometry,710
193,Odometry,360
193,Odometry,320
193,Odometry,320
193,Odometry,124
193,Odometry,360
194,Odometry,710
194,Odometry,320
194,Odometry,368
194,Lidar,24837
194,Odometry,360
194,Sonstige,117
194,Lidar,53
194,Lidar,329
194,Lidar,24901
194,Odometry,320
194,Odometry,124
194,Odometry,360
195,Odometry,368
195,Odometry,360
195,Odometry,320
195,Lidar,6291676
196,Lidar,53
196,Lidar,328
196,Odometry,320
196,Odometry,124
196,Odometry,360
196,Odometry,368
196,Odometry,360
196,Odometry,320
196,Odometry,320
196,Odometry,124
196,Odometry,360
197,Odometry,360
197,Odometry,320
197,Odometry,368
197,Odometry,320
197,Odometry,360
197,Odometry,124
197,Odometry,368
197,Lidar,53
197,Odometry,360
198,Lidar,330
198,Lidar,24837
198,Lidar,24837
198,Lidar,24837
198,Lidar,262207
198,Lidar,262207
198,Odometry,320
198,Lidar,262207
198,Lidar,262207
198,Lidar,24837
198,Lidar,24837
198,Lidar,24837
198,Odometry,320
198,Odometry,124
198,Odometry,360
198,Odometry,368
198,Odometry,320
199,Odometry,360
199,Lidar,24901
199,Lidar,24901
199,Lidar,24901
199,Odometry,320
199,Odometry,124
200,Odometry,360
200,Odometry,368
200,Odometry,360
200,Odometry,320
200,Lidar,24837
200,Lidar,24837
201,Lidar,24901
201,Odometry,320
201,Odometry,124
201,Odometry,360
201,Odometry,360
201,Odometry,368
201,Odometry,320
201,Lidar,24837
202,Odometry,320
202,Odometry,124
202,Odometry,360
202,Odometry,368
202,Odometry,320
202,Odometry,360
202,Lidar,24837
202,Lidar,53
202,Lidar,329
202,Lidar,24901
203,Odometry,320
203,Odometry,124
203,Odometry,360
203,Odometry,320
203,Odometry,360
203,Odometry,368
204,Odometry,320
204,Odometry,360
204,Odometry,360
204,Odometry,124
204,Odometry,368
204,Odometry,320
205,Odometry,320
205,Odometry,124
205,Odometry,360
205,Odometry,368
205,Odometry,320
205,Odometry,360
205,Odometry,320
206,Odometry,360
206,Odometry,124
206,Odometry,360
206,Odometry,368
206,Odometry,320
206,Lidar,24837
206,Lidar,24837
206,Lidar,24837
206,Lidar,53
206,Lidar,328
207,Lidar,24901
207,Lidar,24901
207,Lidar,24901
207,Odometry,320
207,Odometry,124
207,Odometry,360
207,Odometry,368
207,Odometry,320
207,Odometry,360
207,Lidar,53
207,Lidar,330
207,Lidar,24837
208,Odometry,320
208,Odometry,360
208,Odometry,124
208,Odometry,368
208,Odometry,360
208,Odometry,320
208,Lidar,24837
208,Lidar,24837
208,Lidar,24837
208,Lidar,24901
209,Odometry,320
209,Odometry,124
209,Odometry,360
209,Odometry,368
209,Odometry,711
209,Odometry,711
209,Odometry,711
209,Odometry,711
209,Odometry,711
209,Odometry,711
209,Odometry,711
209,Odometry,711
209,Odometry,711
209,Odometry,711
209,Odometry,711
209,Odometry,711
209,Odometry,711
209,Odometry,711
209,Odometry,711
209,Odometry,711
209,Odometry,711
209,Odometry,711
209,Lidar,24837
209,Odometry,360
209,Odometry,320
210,Odometry,320
210,Odometry,124
210,Odometry,360
210,Odometry,360
210,Odometry,368
210,Odometry,711
210,Odometry,320
210,Lidar,24901
210,Lidar,24837
211,Odometry,320
211,Odometry,124
211,Odometry,360
211,Odometry,360
211,Odometry,368
211,Odometry,320
212,Odometry,320
212,Odometry,124
212,Odometry,360
212,Odometry,360
212,Odometry,368
212,Odometry,710
212,Odometry,710
212,Odometry,710
212,Odometry,710
212,Odometry,710
212,Odometry,710
212,Odometry,710
212,Odometry,710
212,Odometry,710
212,Odometry,710
212,Odometry,710
212,Odometry,710
212,Odometry,710
212,Odometry,710
212,Odometry,710
212,Odometry,710
212,Odometry,320
212,Odometry,710
212,Lidar,24837
212,Odometry,710
213,Odometry,320
213,Odometry,124
213,Odometry,360
213,Odometry,360
213,Odometry,368
213,Odometry,710
213,Odometry,320
214,Odometry,320
214,Odometry,124
214,Odometry,368
214,Odometry,360
214,Odometry,360
214,Odometry,320
214,Lidar,24837
214,Lidar,24837
214,Lidar,24837
215,Lidar,24901
215,Lidar,24901
215,Lidar,24901
215,Odometry,320
215,Odometry,124
215,Odometry,360
215,Odometry,368
215,Odometry,360
215,Odometry,320
215,Lidar,24837
216,Odometry,320
216,Odometry,124
216,Odometry,360
216,Odometry,360
216,Odometry,368
216,Odometry,320
216,Lidar,53
216,Lidar,328
216,Lidar,24901
216,Odometry,320
217,Odometry,124
217,Odometry,360
217,Odometry,368
217,Odometry,360
217,Lidar,24837
217,Odometry,320
217,Lidar,53
217,Lidar,330
218,Odometry,320
218,Odometry,124
218,Odometry,360
218,Odometry,360
218,Odometry,368
218,Odometry,320
218,Kamera,361
218,Lidar,24901
218,Lidar,24837
218,Lidar,24837
218,Lidar,24837
219,Odometry,320
219,Odometry,124
219,Odometry,360
219,Odometry,368
219,Odometry,360
219,Odometry,320
220,Odometry,320
220,Odometry,360
220,Odometry,124
220,Odometry,368
220,Odometry,360
220,Odometry,320
220,Kamera,6912056
220,Lidar,24837
220,Odometry,320
220,Odometry,124
220,Odometry,360
220,Odometry,368
220,Odometry,360
221,Odometry,320
221,Lidar,24837
221,Lidar,24837
221,Lidar,24837
222,Odometry,320
222,Odometry,360
222,Odometry,124
222,Odometry,368
222,Odometry,360
222,Odometry,320
223,Lidar,24901
223,Lidar,24901
223,Lidar,24901
223,Lidar,24837
223,Lidar,53
223,Lidar,329
223,Odometry,320
223,Lidar,24837
223,Odometry,360
223,Odometry,124
223,Odometry,368
223,Odometry,320
223,Odometry,360
223,Odometry,320
223,Odometry,124
223,Odometry,360
224,Odometry,368
224,Odometry,360
224,Odometry,320
224,Lidar,24901
224,Lidar,24837
224,Odometry,124
224,Odometry,320
224,Odometry,360
224,Odometry,368
225,Odometry,360
225,Odometry,320
225,Odometry,320
225,Odometry,124
226,Odometry,360
226,Odometry,360
226,Odometry,368
226,Odometry,320
226,Lidar,24901
226,Lidar,53
226,Lidar,328
226,Odometry,320
226,Odometry,124
226,Odometry,360
226,Odometry,368
226,Odometry,360
227,Odometry,320
227,Kamera,361
227,Lidar,53
227,Lidar,330
228,Odometry,320
228,Odometry,124
228,Odometry,360
228,Odometry,360
228,Odometry,368
228,Odometry,711
228,Odometry,711
228,Odometry,711
228,Odometry,711
228,Odometry,711
228,Odometry,711
228,Odometry,711
228,Odometry,711
228,Odometry,711
228,Odometry,711
228,Odometry,711
228,Odometry,711
228,Odometry,711
228,Odometry,711
228,Odometry,711
228,Odometry,711
228,Odometry,711
228,Odometry,320
228,Odometry,711
228,Odometry,320
228,Odometry,124
228,Odometry,360
229,Odometry,360
229,Odometry,368
229,Odometry,711
229,Odometry,320
229,Lidar,24837
229,Lidar,24837
229,Lidar,24837
229,Lidar,24837
229,Lidar,24837
229,Lidar,24837
229,Kamera,6912056
229,Odometry,320
229,Odometry,360
229,Odometry,124
229,Odometry,368
230,Odometry,360
230,Odometry,320
230,Lidar,24901
230,Lidar,24901
230,Lidar,24901
231,Lidar,24837
231,Lidar,24837
231,Odometry,320
231,Odometry,124
231,Odometry,360
231,Odometry,710
231,Odometry,710
231,Odometry,710
231,Odometry,710
231,Odometry,710
231,Odometry,710
231,Odometry,710
231,Odometry,710
231,Odometry,710
231,Odometry,710
231,Odometry,710
231,Odometry,710
231,Odometry,710
231,Odometry,368
231,Odometry,360
231,Odometry,710
231,Odometry,710
231,Odometry,710
231,Odometry,320
231,Odometry,710
231,Odometry,710
231,Odometry,320
232,Odometry,360
232,Odometry,124
232,Odometry,360
232,Odometry,710
232,Odometry,368
232,Odometry,320
232,Lidar,24901
232,Lidar,24837
233,Odometry,320
233,Odometry,360
233,Odometry,124
233,Odometry,360
233,Odometry,368
233,Odometry,320
233,Lidar,24837
233,Lidar,24901
234,Odometry,320
234,Odometry,124
234,Odometry,360
234,Odometry,368
234,Odometry,360
234,Odometry,320
235,Odometry,320
235,Odometry,124
235,Odometry,360
235,Odometry,368
235,Odometry,320
235,Odometry,360
235,Odometry,320
236,Odometry,124
236,Odometry,360
236,Odometry,368
236,Lidar,53
236,Lidar,328
236,Odometry,360
236,Odometry,320
236,Odometry,320
236,Odometry,124
236,Odometry,360
236,Odometry,360
236,Odometry,368
237,Odometry,320
237,Lidar,24837
237,Lidar,24837
237,Lidar,24837
237,Lidar,53
237,Lidar,330
237,Odometry,320
237,Odometry,124
237,Odometry,360
237,Odometry,368
238,Odometry,360
238,Odometry,320
238,Lidar,24901
238,Lidar,24901
238,Lidar,24901
239,Lidar,24837
239,Odometry,320
239,Odometry,124
239,Odometry,360
239,Odometry,368
239,Odometry,360
239,Lidar,24837
239,Lidar,24837
239,Lidar,24837
239,Odometry,320
239,Odometry,320
240,Odometry,124
240,Odometry,360
240,Odometry,360
240,Odometry,368
240,Odometry,320
240,Lidar,24901
240,Lidar,24837
241,Odometry,320
241,Odometry,360
241,Odometry,124
241,Odometry,368
241,Odometry,360
241,Odometry,320
241,Lidar,24837
241,Lidar,53
241,Lidar,24901
241,Lidar,329
242,Odometry,320
242,Odometry,124
242,Odometry,360
242,Odometry,368
242,Odometry,360
242,Odometry,320
242,Odometry,320
242,Odometry,124
242,Odometry,360
242,Odometry,368
243,Odometry,360
243,Odometry,320
243,Lidar,24837
243,Odometry,320
244,Odometry,124
244,Odometry,360
244,Odometry,360
244,Odometry,368
244,Odometry,320
244,Odometry,320
245,Odometry,124
245,Odometry,360
245,Odometry,360
245,Odometry,368
245,Odometry,320
245,Lidar,24837
245,Lidar,24837
245,Lidar,24837
245,Odometry,320
245,Odometry,124
245,Odometry,360
245,Odometry,368
245,Odometry,360
246,Odometry,320
246,Lidar,53
246,Lidar,328
246,Lidar,24901
246,Lidar,24901
246,Lidar,24901
246,Lidar,24837
247,Odometry,320
247,Odometry,124
247,Odometry,360
247,Odometry,368
247,Odometry,711
247,Odometry,711
247,Odometry,711
247,Odometry,711
247,Odometry,711
247,Odometry,711
247,Odometry,711
247,Odometry,711
247,Odometry,711
247,Odometry,711
247,Odometry,711
247,Odometry,711
247,Odometry,711
247,Odometry,711
247,Odometry,711
247,Odometry,711
247,Odometry,711
247,Odometry,711
247,Odometry,320
247,Odometry,360
247,Lidar,53
247,Lidar,330
247,Odometry,320
247,Odometry,124
247,Odometry,360
247,Odometry,711
248,Lidar,24901
248,Odometry,360
248,Odometry,368
248,Odometry,320
248,Lidar,24837
249,Odometry,320
249,Odometry,360
249,Odometry,124
249,Odometry,368
249,Odometry,320
249,Odometry,360
249,Sonstige,117
249,Sonstige,115
249,Lidar,24901
249,Lidar,24837
249,Lidar,24837
249,Lidar,24837
250,Odometry,320
250,Odometry,124
250,Odometry,360
250,Odometry,368
250,Odometry,710
250,Odometry,710
250,Odometry,710
250,Odometry,710
250,Odometry,710
250,Odometry,710
250,Odometry,710
250,Odometry,710
250,Odometry,710
250,Odometry,710
250,Odometry,710
250,Odometry,710
250,Odometry,710
250,Odometry,710
251,Odometry,710
251,Odometry,710
251,Odometry,710
251,Odometry,710
251,Odometry,710
251,Odometry,360
251,Odometry,360
251,Odometry,124
251,Odometry,360
251,Odometry,368
251,Odometry,320
251,Odometry,320
251,Odometry,320
251,Lidar,124
252,Lidar,24837
252,Lidar,53
252,Odometry,320
252,Odometry,124
252,Odometry,360
252,Odometry,368
252,Lidar,329
252,Odometry,360
252,Odometry,320
252,Odometry,320
252,Odometry,124
253,Lidar,6291675
253,Odometry,360
253,Odometry,368
253,Odometry,360
253,Lidar,24837
253,Lidar,24837
253,Lidar,24837
253,Odometry,320
253,Odometry,320
253,Odometry,124
253,Odometry,360
253,Odometry,368
253,Lidar,24837
254,Odometry,360
254,Odometry,320
254,Lidar,24901
254,Lidar,24901
254,Lidar,24901
254,Lidar,24837
255,Odometry,320
255,Odometry,124
255,Odometry,360
255,Odometry,368
255,Sonstige,121
255,Sonstige,119
255,Odometry,320
255,Odometry,360
256,Odometry,320
256,Odometry,360
256,Odometry,124
256,Odometry,360
256,Odometry,368
256,Odometry,320
256,Lidar,24837
256,Lidar,53
256,Lidar,328
256,Lidar,262206
257,Lidar,262206
257,Lidar,24901
257,Odometry,124
257,Odometry,360
257,Odometry,320
257,Lidar,262206
257,Odometry,360
257,Odometry,368
257,Lidar,262206
257,Odometry,320
257,Lidar,24901
257,Lidar,53
257,Lidar,330
258,Odometry,320
258,Odometry,124
258,Odometry,360
258,Odometry,368
258,Odometry,360
258,Odometry,320
258,Lidar,6291677
258,Odometry,320
258,Odometry,124
258,Odometry,360
259,Odometry,368
259,Odometry,360
259,Odometry,320
260,Odometry,320
260,Odometry,124
260,Odometry,360
260,Odometry,368
260,Odometry,320
260,Odometry,360
260,Lidar,24837
260,Lidar,24837
260,Lidar,24837
260,Lidar,262208
260,Lidar,262208
260,Lidar,24837
260,Lidar,262208
260,Lidar,24837
